"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through November 2021",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2021,10,VT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),75
2021,10,VT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,10,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),652
2021,10,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),703
2021,10,WA,Total Electric Power Industry,Coal (Short Tons),"308,474"
2021,10,WA,Total Electric Power Industry,Natural Gas (Mcf),"10,068,606"
2021,10,WA,Total Electric Power Industry,Other Gases (Billion Btu),118
2021,10,WA,Total Electric Power Industry,Petroleum (Barrels),"1,954"
2021,10,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),540
2021,10,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"405,502"
2021,10,WA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),118
2021,10,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),792
2021,10,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"4,192"
2021,10,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),35
2021,10,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"307,934"
2021,10,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,489,834"
2021,10,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,025"
2021,10,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,169,078"
2021,10,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),102
2021,10,WI,Total Electric Power Industry,Coal (Short Tons),"993,385"
2021,10,WI,Total Electric Power Industry,Natural Gas (Mcf),"14,065,584"
2021,10,WI,Total Electric Power Industry,Petroleum (Barrels),"57,669"
2021,10,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,863"
2021,10,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"505,249"
2021,10,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),37
2021,10,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2021,10,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"42,953"
2021,10,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),73
2021,10,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"72,583"
2021,10,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),84
2021,10,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"943,107"
2021,10,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),103
2021,10,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),"986,522"
2021,10,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,501,692"
2021,10,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"57,372"
2021,10,WV,Total Electric Power Industry,Coal (Short Tons),"1,147,522"
2021,10,WV,Total Electric Power Industry,Natural Gas (Mcf),"2,710,124"
2021,10,WV,Total Electric Power Industry,Other Gases (Billion Btu),23
2021,10,WV,Total Electric Power Industry,Petroleum (Barrels),"11,951"
2021,10,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"252,926"
2021,10,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),23
2021,10,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"492,596"
2021,10,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,892,242"
2021,10,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2021,10,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),"654,926"
2021,10,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"564,956"
2021,10,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"11,951"
2021,10,WY,Total Electric Power Industry,Coal (Short Tons),"1,579,164"
2021,10,WY,Total Electric Power Industry,Natural Gas (Mcf),"831,941"
2021,10,WY,Total Electric Power Industry,Other Gases (Billion Btu),218
2021,10,WY,Total Electric Power Industry,Petroleum (Barrels),"7,104"
2021,10,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,002"
2021,10,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"413,820"
2021,10,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),218
2021,10,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1
2021,10,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2021,10,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
2021,10,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,573,162"
2021,10,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"418,121"
2021,10,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,103"
2021,11,AK,Total Electric Power Industry,Coal (Short Tons),"59,639"
2021,11,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,163,309"
2021,11,AK,Total Electric Power Industry,Petroleum (Barrels),"148,258"
2021,11,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"12,836"
2021,11,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"6,515"
2021,11,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"5,777"
2021,11,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),10
2021,11,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),25
2021,11,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"14,261"
2021,11,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,AK,"Electric Generators, Independent Power Producers",Petroleum (Barrels),461
2021,11,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"39,601"
2021,11,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,150,463"
2021,11,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"141,257"
2021,11,AL,Total Electric Power Industry,Coal (Short Tons),"1,281,871"
2021,11,AL,Total Electric Power Industry,Natural Gas (Mcf),"32,791,481"
2021,11,AL,Total Electric Power Industry,Other Gases (Billion Btu),1
2021,11,AL,Total Electric Power Industry,Petroleum (Barrels),"2,723"
2021,11,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),560
2021,11,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"735,435"
2021,11,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),1
2021,11,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),840
2021,11,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,671,241"
2021,11,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"16,687,941"
2021,11,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,364"
2021,11,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,281,311"
2021,11,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,696,864"
2021,11,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),519
2021,11,AR,Total Electric Power Industry,Coal (Short Tons),"456,511"
2021,11,AR,Total Electric Power Industry,Natural Gas (Mcf),"16,218,724"
2021,11,AR,Total Electric Power Industry,Petroleum (Barrels),"9,605"
2021,11,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),683
2021,11,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"83,230"
2021,11,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2
2021,11,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"37,422"
2021,11,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"468,597"
2021,11,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),"61,967"
2021,11,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"2,719"
2021,11,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"393,861"
2021,11,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"15,629,475"
2021,11,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,884"
2021,11,AZ,Total Electric Power Industry,Coal (Short Tons),"720,385"
2021,11,AZ,Total Electric Power Industry,Natural Gas (Mcf),"20,994,847"
2021,11,AZ,Total Electric Power Industry,Petroleum (Barrels),"3,960"
2021,11,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"44,991"
2021,11,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),5
2021,11,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,086"
2021,11,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,313,929"
2021,11,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"720,385"
2021,11,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"14,627,841"
2021,11,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,955"
2021,11,CA,Total Electric Power Industry,Coal (Short Tons),"4,537"
2021,11,CA,Total Electric Power Industry,Geothermal (Billion Btu),"8,305"
2021,11,CA,Total Electric Power Industry,Natural Gas (Mcf),"54,343,194"
2021,11,CA,Total Electric Power Industry,Other Gases (Billion Btu),742
2021,11,CA,Total Electric Power Industry,Petroleum (Barrels),"8,597"
2021,11,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,537"
2021,11,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"5,069,566"
2021,11,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),742
2021,11,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),297
2021,11,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"747,350"
2021,11,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),68
2021,11,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2021,11,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"5,510,291"
2021,11,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"7,594"
2021,11,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"24,042,612"
2021,11,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"3,032"
2021,11,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),711
2021,11,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"18,973,375"
2021,11,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2021,11,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"5,200"
2021,11,CO,Total Electric Power Industry,Coal (Short Tons),"964,775"
2021,11,CO,Total Electric Power Industry,Natural Gas (Mcf),"8,544,522"
2021,11,CO,Total Electric Power Industry,Other Gases (Billion Btu),17
2021,11,CO,Total Electric Power Industry,Petroleum (Barrels),"3,314"
2021,11,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2021,11,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"89,946"
2021,11,CO,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),17
2021,11,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8
2021,11,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2021,11,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,11,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),950
2021,11,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,659,672"
2021,11,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2021,11,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"964,775"
2021,11,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,793,954"
2021,11,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,306"
2021,11,CT,Total Electric Power Industry,Coal (Short Tons),0
2021,11,CT,Total Electric Power Industry,Natural Gas (Mcf),"16,864,441"
2021,11,CT,Total Electric Power Industry,Petroleum (Barrels),"11,936"
2021,11,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"295,767"
2021,11,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),29
2021,11,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"146,410"
2021,11,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),24
2021,11,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"60,064"
2021,11,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),66
2021,11,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2021,11,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"16,328,815"
2021,11,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"10,511"
2021,11,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"33,385"
2021,11,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,306"
2021,11,DC,Total Electric Power Industry,Natural Gas (Mcf),"120,595"
2021,11,DC,Total Electric Power Industry,Petroleum (Barrels),2
2021,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"120,595"
2021,11,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2021,11,DE,Total Electric Power Industry,Coal (Short Tons),0
2021,11,DE,Total Electric Power Industry,Natural Gas (Mcf),"2,461,205"
2021,11,DE,Total Electric Power Industry,Other Gases (Billion Btu),59
2021,11,DE,Total Electric Power Industry,Petroleum (Barrels),709
2021,11,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"297,088"
2021,11,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),59
2021,11,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2021,11,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2021,11,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"52,067"
2021,11,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1
2021,11,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2021,11,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,097,757"
2021,11,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),708
2021,11,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"14,293"
2021,11,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2021,11,FL,Total Electric Power Industry,Coal (Short Tons),"348,866"
2021,11,FL,Total Electric Power Industry,Natural Gas (Mcf),"92,531,829"
2021,11,FL,Total Electric Power Industry,Other Gases (Billion Btu),0
2021,11,FL,Total Electric Power Industry,Petroleum (Barrels),"125,057"
2021,11,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,058"
2021,11,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"740,562"
2021,11,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2021,11,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),844
2021,11,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"30,412"
2021,11,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,11,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,076,969"
2021,11,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,11,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,245,535"
2021,11,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"2,429"
2021,11,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"347,808"
2021,11,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"87,438,351"
2021,11,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"121,784"
2021,11,GA,Total Electric Power Industry,Coal (Short Tons),"249,571"
2021,11,GA,Total Electric Power Industry,Natural Gas (Mcf),"37,706,860"
2021,11,GA,Total Electric Power Industry,Petroleum (Barrels),"29,488"
2021,11,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,015"
2021,11,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"434,199"
2021,11,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"18,885"
2021,11,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2021,11,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),103
2021,11,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"40,870"
2021,11,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),277
2021,11,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"8,980,302"
2021,11,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,377"
2021,11,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"245,556"
2021,11,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"28,251,489"
2021,11,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,846"
2021,11,HI,Total Electric Power Industry,Coal (Short Tons),"57,414"
